[2026-05-06 13:36:56] GAME CREATED
[2026-05-06 13:37:01] PLAYER JOINED: chetan as red
[2026-05-06 13:37:32] MOVE chetan (red): 105→92 [0.1ms]
[2026-05-06 13:37:32] MOVE asha (blue): 103→104 [0.1ms]
[2026-05-06 13:37:32] MOVE chetan (red): 69→59 [0.2ms]
[2026-05-06 13:37:33] MOVE asha (blue): 89→102 [0.1ms]
[2026-05-06 13:37:33] MOVE chetan (red): 92→80 [0.1ms]
[2026-05-06 13:37:33] MOVE asha (blue): 104→105 [0.1ms]
[2026-05-06 13:37:33] MOVE chetan (red): 59→49 [0.1ms]
[2026-05-06 13:37:33] MOVE asha (blue): 105→114 [0.1ms]
[2026-05-06 13:37:33] MOVE chetan (red): 80→69 [0.2ms]
[2026-05-06 13:37:34] MOVE asha (blue): 102→103 [0.3ms]
[2026-05-06 13:37:34] MOVE chetan (red): 49→38 [0.1ms]
[2026-05-06 13:37:34] MOVE asha (blue): 9→17 [0.1ms]
[2026-05-06 13:37:34] MOVE chetan (red): 69→59 [0.1ms]
[2026-05-06 13:37:34] MOVE asha (blue): 103→104 [0.3ms]
[2026-05-06 13:37:34] MOVE chetan (red): 38→26 [0.2ms]
[2026-05-06 13:37:35] MOVE asha (blue): 17→29 [0.2ms]
[2026-05-06 13:37:35] MOVE chetan (red): 59→49 [0.1ms]
[2026-05-06 13:37:35] MOVE asha (blue): 104→105 [0.1ms]
[2026-05-06 13:37:35] MOVE chetan (red): 26→14 [0.1ms]
[2026-05-06 13:37:35] MOVE asha (blue): 29→40 [0.1ms]
[2026-05-06 13:37:36] MOVE chetan (red): 49→38 [0.1ms]
[2026-05-06 13:37:36] MOVE asha (blue): 105→106 [0.1ms]
[2026-05-06 13:37:36] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:37:36] MOVE asha (blue): 40→50 [0.5ms]
[2026-05-06 13:37:36] MOVE chetan (red): 38→26 [0.1ms]
[2026-05-06 13:37:36] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:37:36] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:37:37] MOVE asha (blue): 50→59 [0.1ms]
[2026-05-06 13:37:37] MOVE chetan (red): 26→14 [0.1ms]
[2026-05-06 13:37:37] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:37:37] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:37:37] MOVE asha (blue): 59→68 [0.1ms]
[2026-05-06 13:37:37] MOVE chetan (red): 17→9 [0.1ms]
[2026-05-06 13:37:37] MOVE asha (blue): 92→104 [0.1ms]
[2026-05-06 13:37:38] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:37:38] MOVE asha (blue): 68→78 [0.3ms]
[2026-05-06 13:37:38] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:37:38] MOVE asha (blue): 104→103 [0.2ms]
[2026-05-06 13:37:39] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:37:39] MOVE asha (blue): 78→89 [0.2ms]
[2026-05-06 13:37:39] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:37:39] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:37:40] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:37:40] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:37:40] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:37:40] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:37:40] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:37:40] MOVE asha (blue): 90→102 [0.1ms]
[2026-05-06 13:37:41] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:37:41] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:37:41] MOVE chetan (red): 29→28 [0.2ms]
[2026-05-06 13:37:41] MOVE asha (blue): 102→103 [0.1ms]
[2026-05-06 13:37:41] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:37:42] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:37:42] MOVE chetan (red): 15→14 [0.2ms]
[2026-05-06 13:37:42] MOVE asha (blue): 103→104 [0.1ms]
[2026-05-06 13:37:42] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:37:42] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:37:42] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:37:43] MOVE asha (blue): 104→105 [0.1ms]
[2026-05-06 13:37:43] MOVE chetan (red): 26→27 [0.2ms]
[2026-05-06 13:37:43] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:37:43] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:37:43] MOVE asha (blue): 105→106 [0.1ms]
[2026-05-06 13:37:43] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:37:44] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 13:37:44] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:37:44] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:37:44] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:37:44] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:37:44] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:37:45] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:37:45] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:37:45] MOVE asha (blue): 90→91 [0.2ms]
[2026-05-06 13:37:45] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:37:46] MOVE asha (blue): 92→104 [0.1ms]
[2026-05-06 13:37:46] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:37:46] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:37:46] MOVE chetan (red): 30→29 [0.2ms]
[2026-05-06 13:37:46] MOVE asha (blue): 104→102 [0.1ms]
[2026-05-06 13:37:46] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:37:47] MOVE asha (blue): 103→104 [0.1ms]
[2026-05-06 13:37:47] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:37:47] MOVE asha (blue): 102→103 [0.2ms]
[2026-05-06 13:37:47] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:37:47] MOVE asha (blue): 104→102 [0.1ms]
[2026-05-06 13:37:48] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:37:48] MOVE asha (blue): 103→101 [0.2ms]
[2026-05-06 13:37:48] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:37:48] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:37:48] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:37:48] MOVE asha (blue): 101→78 [0.1ms]
[2026-05-06 13:37:49] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:37:49] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:37:49] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:37:49] MOVE asha (blue): 78→89 [0.1ms]
[2026-05-06 13:37:49] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:37:49] MOVE asha (blue): 90→103 [0.2ms]
[2026-05-06 13:37:50] MOVE chetan (red): 16→17 [0.2ms]
[2026-05-06 13:37:50] MOVE asha (blue): 89→102 [0.3ms]
[2026-05-06 13:37:50] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:37:50] MOVE asha (blue): 103→104 [0.1ms]
[2026-05-06 13:37:50] MOVE chetan (red): 18→19 [0.2ms]
[2026-05-06 13:37:50] MOVE asha (blue): 102→103 [0.2ms]
[2026-05-06 13:37:51] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:37:51] MOVE asha (blue): 104→102 [0.1ms]
[2026-05-06 13:37:51] MOVE chetan (red): 31→30 [0.2ms]
[2026-05-06 13:37:51] MOVE asha (blue): 103→104 [0.1ms]
[2026-05-06 13:37:51] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:37:51] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:37:52] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:37:52] MOVE asha (blue): 104→105 [0.1ms]
[2026-05-06 13:37:52] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:37:52] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:37:52] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:37:52] MOVE asha (blue): 105→106 [0.1ms]
[2026-05-06 13:37:53] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:37:53] MOVE asha (blue): 90→103 [0.1ms]
[2026-05-06 13:37:53] MOVE chetan (red): 13→26 [0.2ms]
[2026-05-06 13:37:53] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:37:53] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:37:53] MOVE asha (blue): 103→104 [0.1ms]
[2026-05-06 13:37:54] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:37:54] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:37:54] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:37:54] MOVE asha (blue): 104→105 [0.4ms]
[2026-05-06 13:37:54] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:37:54] MOVE asha (blue): 92→104 [0.1ms]
[2026-05-06 13:37:54] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:37:54] MOVE asha (blue): 105→106 [0.1ms]
[2026-05-06 13:37:55] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:37:55] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:37:55] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:37:55] MOVE asha (blue): 106→93 [0.2ms]
[2026-05-06 13:37:55] MOVE chetan (red): 19→31 [0.2ms]
[2026-05-06 13:37:55] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:37:56] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:37:56] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:37:56] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:37:56] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 13:37:56] MOVE chetan (red): 29→28 [0.2ms]
[2026-05-06 13:37:56] MOVE asha (blue): 92→104 [0.1ms]
[2026-05-06 13:37:57] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:37:57] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:37:57] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:37:57] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:37:57] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:37:57] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:37:58] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:37:58] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:37:58] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:37:58] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:37:58] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:37:58] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 13:37:59] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:37:59] MOVE asha (blue): 103→102 [0.2ms]
[2026-05-06 13:37:59] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:37:59] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:37:59] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:37:59] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:38:00] MOVE chetan (red): 17→18 [0.5ms]
[2026-05-06 13:38:00] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:38:00] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:38:00] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:38:00] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:38:01] MOVE asha (blue): 91→103 [0.3ms]
[2026-05-06 13:38:01] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:38:01] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:38:01] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:38:01] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:38:02] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:38:02] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:38:02] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:38:02] MOVE asha (blue): 102→104 [0.1ms]
[2026-05-06 13:38:02] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:38:02] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 13:38:03] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:38:03] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:38:03] MOVE chetan (red): 13→26 [0.2ms]
[2026-05-06 13:38:03] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:38:03] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:38:03] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 13:38:03] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:38:04] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:38:04] MOVE chetan (red): 14→15 [0.2ms]
[2026-05-06 13:38:04] MOVE asha (blue): 105→107 [0.1ms]
[2026-05-06 13:38:04] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:38:04] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:38:04] MOVE chetan (red): 16→17 [0.2ms]
[2026-05-06 13:38:05] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 13:38:05] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:38:05] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:38:05] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:38:05] MOVE asha (blue): 94→93 [0.1ms]
[2026-05-06 13:38:05] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:38:06] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:38:06] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:38:06] MOVE asha (blue): 93→106 [0.1ms]
[2026-05-06 13:38:06] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:38:06] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:38:06] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:38:07] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 13:38:07] MOVE chetan (red): 28→15 [0.2ms]
[2026-05-06 13:38:07] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:38:07] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:38:07] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:38:07] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:38:08] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:38:08] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:38:08] MOVE asha (blue): 104→103 [0.2ms]
[2026-05-06 13:38:08] MOVE chetan (red): 26→27 [0.2ms]
[2026-05-06 13:38:08] MOVE asha (blue): 93→92 [0.2ms]
[2026-05-06 13:38:08] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:38:09] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:38:09] MOVE chetan (red): 14→15 [0.3ms]
[2026-05-06 13:38:09] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:38:09] MOVE chetan (red): 15→16 [0.2ms]
[2026-05-06 13:38:09] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 13:38:09] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:38:10] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:38:10] MOVE chetan (red): 17→18 [0.2ms]
[2026-05-06 13:38:10] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:38:10] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:38:10] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:38:10] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:38:11] MOVE asha (blue): 90→91 [0.2ms]
[2026-05-06 13:38:11] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:38:11] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:38:11] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:38:11] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:38:11] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:38:12] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:38:12] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:38:12] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:38:12] MOVE chetan (red): 15→14 [0.2ms]
[2026-05-06 13:38:12] MOVE asha (blue): 89→90 [0.3ms]
[2026-05-06 13:38:12] MOVE chetan (red): 14→13 [0.2ms]
[2026-05-06 13:38:13] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:38:13] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:38:13] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:38:13] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:38:13] MOVE asha (blue): 89→90 [0.2ms]
[2026-05-06 13:38:13] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:38:14] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:38:14] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:38:14] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:38:14] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:38:14] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:38:14] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:38:15] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:38:15] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:38:15] MOVE asha (blue): 102→104 [0.1ms]
[2026-05-06 13:38:15] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:38:15] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 13:38:15] MOVE chetan (red): 19→31 [0.1ms]
